record_no,standardized_names,scrubbed_species_binomial,verbatim_family,verbatim_scientific_name,family_matched,name_matched,name_matched_author,higher_plant_group,scrubbed_taxonomic_status,scrubbed_family,scrubbed_author,native_status,native_status_reason,native_status_sources,is_introduced,native_status_country,native_status_state_province,native_status_county_parish,country,state_province,county,locality,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_cultivated_observation,is_cultivated_in_region,is_location_cultivated,is_new_world,observation_type
248,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,,-10.077778,-42.906667,19/06/2007,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
249,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,11-15 km de Segredo na estrada para Bonito.,-12.006389,-41.534722,30/08/1999,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
250,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Baixa da Fontana. Brejo do Bingo. TerritÃ³rio IndÃ­gena PankararÃ©.,-9.333333,-38.483333,10/08/2004,GBIF,UESB,UESB,UESB,HUESB,1632,0,0,NA,1,specimen
251,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,EstaÃ§Ã£o BiolÃ³gica de Canudos,-10.016667,-39.15,25/10/2003,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
252,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Morro do LeÃ£o,-12.716667,-39.683333,27/10/1996,GBIF,UnB,UnB,UnB,UB,3120,0,0,NA,1,specimen
253,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Fazenda SantarÃ©m,-9.536111,-41.352778,28/11/2003,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
254,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Morro do Agenor.,-12.7,-39.766667,14/10/1995,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
255,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,Itatim,Morro do Agenor.,-12.7,-39.76666667,26/11/1995,SpeciesLink,UESB,UESB,UESB,HUESB,1224,0,0,NA,1,specimen
256,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,,-9.333333,-38.483333,24/10/1982,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
257,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Povoado Pedra Grande. Na estrada para a Serra do Pai Miguel.,-11.123333,-38.773611,20/12/2007,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
258,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Afloramento arenito-quatzito. Morro do Flamengo.,-10.033333,-40.216667,10/11/2005,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
259,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Morro do CoitÃ© - encosta com rocha exposta.,-12.755,-39.899167,28/09/1997,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
260,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Morro das Tocas.,-12.716667,-39.7,28/09/1996,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
261,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,"Estrada Remanso - Casa Nova, estrada para Serra do Mantasaia em Culumim.",-9.483333,-41.912778,03/07/2000,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
262,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,"Ca. de 5 Km do povoado Quixaba do Mandacaru, Fazenda Urubu.",-11.15,-38.85,16/01/2008,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
263,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Ca 2 Km da Comunidade Gruta dos BrejÃµes.,-11.014722,-40.405278,04/05/2007,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
264,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,Gloria,Baixa da Fontana. Brejo do Bingo. TerritÃƒÂ³rio IndÃƒÂ­gena PankararÃƒÂ©.,-9.333333333,-38.48333333,10/08/2004,SpeciesLink,UESB,UESB,UESB,HUESB,1224,0,0,NA,1,specimen
265,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Espirito Santo,NA,"Lajinha, propriedade de Vidal Krause. Inselbergue. Parque Nacional dos PontÃµes Capixabas",-19.264722,-40.848889,05/08/2006,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,0,0,NA,1,specimen
266,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Morro das Tocas.,-12.716667,-39.7,28/09/1996,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
267,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Lages. Plot 1 Projeto Nordeste. Caatinga arbustiva sobre solo arenoso.,-11.514444,-41.348889,19/08/2017,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
268,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,"Igara, Faz. Anaticun.",-10.388611,-40.123611,06/10/2003,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
269,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Crista de quatzito. Encosta da crista.,-10.043889,-40.2175,14/04/2005,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
270,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Morro do Agenor.,-12.7,-39.766667,14/10/1995,GBIF,UESB,UESB,UESB,HUESB,1632,0,0,NA,1,specimen
271,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,"Ca. 6 km W da estrada Livramento para Brumado, entrando ca. 13,4 Km S de Livramento.",-13.788056,-41.834444,15/06/2002,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
272,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,Itatim,Morro do Agenor.,-12.7,-39.76666667,14/10/1995,SpeciesLink,UESB,UESB,UESB,HUESB,1224,0,0,NA,1,specimen
273,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Serrota.,-9.333333,-38.483333,08/10/2004,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
274,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Morro do Agenor.,-12.7,-39.766667,26/11/1995,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
275,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,"Fazenda Itaberaba, Morro Itibiraba.",-12.501111,-40.083056,23/10/2005,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
276,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,EstaÃ§Ã£o BiolÃ³gica de Canudos (Biodiversitas).,-9.942778,-38.988611,27/06/2002,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
277,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Baixa do Fontana. Brejo do Bingo. TerritÃ³rio IndÃ­gena PankararÃ©.,-9.333333,-38.483333,10/08/2004,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
278,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,ca. 200m W of BA-052 road at km 287.,-11.4925,-41.331389,03/03/2017,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
279,Inga approximata,Inga approximata,Fabaceae,Inga approximata T.D. Penn.,Fabaceae,Inga approximata,T.D. Penn.,flowering plants,Accepted,Fabaceae,T.D. Penn.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,NA,"Florida, la Yunga",-18.53333,-63.46666,NA,MO,"K, LPB","K, LPB","K, LPB",NA,280,0,0,NA,1,specimen
280,Inga approximata,Inga approximata,Fabaceae,Inga approximata T.D. Penn.,Fabaceae,Inga approximata,T.D. Penn.,flowering plants,Accepted,Fabaceae,T.D. Penn.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Cochabamba,NA,NE slopes of Serra de Cochabamba,-17.21666,-65.81666,01/07/1926,MO,MO,MO,MO,NA,280,0,0,NA,1,specimen
281,Inga approximata,Inga approximata,Fabaceae,Inga approximata T.D. Penn.,Fabaceae,Inga approximata,T.D. Penn.,flowering plants,Accepted,Fabaceae,T.D. Penn.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Manuel Maria Caballero,Track to Carahuassi,-17.91666,-64.55,NA,MO,NA,NA,NA,NA,280,0,0,NA,1,specimen
282,Inga approximata,Inga approximata,Fabaceae,Inga approximata T.D. Penn.,Fabaceae,Inga approximata,T.D. Penn.,flowering plants,Accepted,Fabaceae,T.D. Penn.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Manuel Maria Caballero,Track to Carahuasi,-17.91666,-64.55,01/10/1991,MO,NA,NA,NA,NA,280,0,0,NA,1,specimen
283,Inga approximata,Inga approximata,Fabaceae,Inga approximata T.D. Penn.,Fabaceae,Inga approximata,T.D. Penn.,flowering plants,Accepted,Fabaceae,T.D. Penn.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Florida,"La Yunga ca 25 km N of Mairana, cloud forest remnant",-18.06666,-63.9,22/05/1993,MO,"K, LPB, MO","K, LPB, MO","K, LPB, MO",NA,280,0,0,NA,1,specimen
284,Inga approximata,Inga approximata,Fabaceae,Inga approximata T.D. Penn.,Fabaceae,Inga approximata,T.D. Penn.,flowering plants,Accepted,Fabaceae,T.D. Penn.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Manuel Maria Caballero,"Siberia, entre el Empalme y Locotal; Bosque nublado con presencia de Weinmannia sp",-17.78916,-64.71944,08/04/2004,MO,"MO, USZ","MO, USZ","MO, USZ",NA,280,0,0,NA,1,specimen
285,Inga approximata,Inga approximata,Fabaceae,Inga approximata T.D. Penn.,Fabaceae,Inga approximata,T.D. Penn.,flowering plants,Accepted,Fabaceae,T.D. Penn.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Vallegrande,"Slopes with disturbed shrubby vegetation, former cloud forest; Inga approximata Penn., NY-10047792",-18.7166667,-64.0333333,26/12/1989,MO,"MO, NY, USZ","MO, NY, USZ","MO, NY, USZ",NA,280,0,0,NA,1,specimen
286,Inga approximata,Inga approximata,Fabaceae,Inga approximata T.D. Penn.,Fabaceae,Inga approximata,T.D. Penn.,flowering plants,Accepted,Fabaceae,T.D. Penn.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Vallegrande,4-5 km SE de Piraymiri sobre la carretera a Masicuri,-18.65111,-63.93333,27/12/1994,MO,MO,MO,MO,NA,280,0,0,NA,1,specimen
287,Inga approximata,Inga approximata,Fabaceae,Inga approximata T.D. Penn.,Fabaceae,Inga approximata,T.D. Penn.,flowering plants,Accepted,Fabaceae,T.D. Penn.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Manuel Maria Caballero,"Comarapa to Empalme, track to Carahuasi.",-17.9166667,-64.55,01/10/1991,MO,"K, LPB, NY","K, LPB, NY","K, LPB, NY",NA,280,0,0,NA,1,specimen
288,Inga approximata,Inga approximata,Fabaceae,Inga approximata T.D.Penn.,Fabaceae,Inga approximata,T.D. Penn.,flowering plants,Accepted,Fabaceae,T.D. Penn.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Cochabamba, Prov. Carrasco, rd Comarapa, turning to Empalme, track to Carahuasi",-15.83,-64.62,21/10/1991,GBIF,K,K,K,Herbarium,3716,0,0,NA,1,specimen
289,Inga approximata,Inga approximata,Fabaceae,Inga approximata T.D. Penn.,Fabaceae,Inga approximata,T.D. Penn.,flowering plants,Accepted,Fabaceae,T.D. Penn.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Cochabamba,Tiraque,"El Limbo. Ladera con exposicion nor este con pendientes de hasta el 70 % de inclinacion. Mesobosque montano humedo, dominado por Weimannia bangii.W. microphylla, Hedyosmun angustifolium, H. racemosum, Alchornea pearcei, Alchornea cf latifolia, Didymopanax morototoni, Oreopanax cf trolli y Clethra scabra. El sotobosque dominado por Pteridophytos y Melastomataceae, presencia de muchas epifitas.",-17.14416,-65.62166,21/08/2003,MO,BOLV,BOLV,BOLV,NA,280,0,0,NA,1,specimen
290,Inga approximata,Inga approximata,Fabaceae,Inga approximata T.D.Penn.,Fabaceae,Inga approximata,T.D. Penn.,flowering plants,Accepted,Fabaceae,T.D. Penn.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Depto Santa Cruz, Prov. Vallegrande.  Tupiriqui (La Yunga), 15 km SE en linea recta de PiraimirÃ­.",-18.6667,-63.8,26/12/1994,GBIF,MEL,MEL,MEL,MEL,3283,0,0,NA,1,specimen
291,Inga approximata,Inga approximata,Fabaceae,Inga approximata T.D.Penn.,Fabaceae,Inga approximata,T.D. Penn.,flowering plants,Accepted,Fabaceae,T.D. Penn.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Depto Santa Cruz, Prov. Vallegrande, 3 km (by air) S of Khasa Monte on road to Los Sitanos, ca. 2 km N of Los Hornos.",-18.7167,-64.0333,26/12/1989,GBIF,MEL,MEL,MEL,MEL,3283,0,0,NA,1,specimen
292,Inga approximata,Inga approximata,Fabaceae,Inga approximata T.D. Penn.,Fabaceae,Inga approximata,T.D. Penn.,flowering plants,Accepted,Fabaceae,T.D. Penn.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Cochabamba,Chapare,RÃ­o Derrumbe Mayu; near to the road to Estancia Corani.,-17.1475,-65.90916,24/06/1995,MO,MO,MO,MO,NA,280,0,0,NA,1,specimen
293,Inga approximata,Inga approximata,Fabaceae,Inga approximata T.D. Penn.,Fabaceae,Inga approximata,T.D. Penn.,flowering plants,Accepted,Fabaceae,T.D. Penn.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Vallegrande,"Tupiriqui (La Yunga), 15 km SE en linea recta de Piraimiri",-18.66666,-63.8,26/12/1994,MO,MO,MO,MO,NA,280,0,0,NA,1,specimen
294,Manihot fabianae,Manihot fabianae,Euphorbiaceae,Manihot fabianae M.Mend.,Euphorbiaceae,Manihot fabianae,M. Mend.,flowering plants,Accepted,Euphorbiaceae,M. Mend.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Santa Cruz, Chiquitos, Serrania de Santiago de Chiquitos, Arco de Piedra; Meseta de la Serrania de Santiago",-18.34,-59.56,01/12/2009,GBIF,K,K,K,Herbarium,3716,0,0,NA,1,specimen
295,Mitracarpus bicrucis,Mitracarpus bicrucis,Rubiaceae,Mitracarpus bicrucis Bacigalupo & E. L. Cabral,Rubiaceae,Mitracarpus bicrucis,Bacigalupo & E.L. Cabral,flowering plants,Accepted,Rubiaceae,Bacigalupo & E.L. Cabral,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Chiquitos,"ca. 10 km NW of RoborÃ© to San Pedro, then NE onto the serranÃ­a, from 0.5-5 km.; vegetation: Mosaic of cerrado, dry forest, and large rock outcrops.",-18.25,-59.817,05/02/1995,NY,NY,NY,NY,Herbarium,104,0,0,NA,1,specimen
296,Mitracarpus bicrucis,Mitracarpus bicrucis,Rubiaceae,Mitracarpus bicrucis Bacigalupo & E.L.Cabral,Rubiaceae,Mitracarpus bicrucis,Bacigalupo & E.L. Cabral,flowering plants,Accepted,Rubiaceae,Bacigalupo & E.L. Cabral,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Chiquitos,"Bolivia: Santa Cruz Dept.: Prov.: Chiquitos.  18Â°15'S  59Â°49'W  ca 10 km NW of RoborÃ© to San Pedro, then NE onto the serranÃ­a, from 0.5-5 km.  Mosaic of cerrado, dry forest, and large rock outcrops.  400-600 m.  Field-preserved in 70% alcohol.  Flowers white.",-18.25,-59.816667,05/02/1995,GBIF,FLAS,FLAS,FLAS,NA,3306,0,0,NA,1,specimen
297,Mitracarpus bicrucis,Mitracarpus bicrucis,Rubiaceae,Mitracarpus bicrucis Bacigalupo & E.L.Cabral,Rubiaceae,Mitracarpus bicrucis,Bacigalupo & E.L. Cabral,flowering plants,Accepted,Rubiaceae,Bacigalupo & E.L. Cabral,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Chiquitos. Ca. 10 km NW of RoborÃ© to San Pedro, then NE onto the serranÃ­a, from 0.5-5 km. 18Â°15' S 059Â°49' W, 400-600 m.",-18.25,-59.81667,05/02/1995,GBIF,WU,WU,WU,Herbarium WU,3615,0,0,NA,1,specimen
298,Mitracarpus bicrucis,Mitracarpus bicrucis,Rubiaceae,Mitracarpus bicrucis Bacigalupo & E.L. Cabral,Rubiaceae,Mitracarpus bicrucis,Bacigalupo & E.L. Cabral,flowering plants,Accepted,Rubiaceae,Bacigalupo & E.L. Cabral,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Chiquitos,"Ca. 10 km NW of RoborÃ© to San Pedro, then NE onto the serranÃ­a, from 0.5-5 km. Mosaic of cerrado, dry forest, and large rock outcrops.",-18.25,-59.8166667,05/02/1995,MO,"CTES, MO, NY, USZ, WU","CTES, MO, NY, USZ, WU","CTES, MO, NY, USZ, WU",NA,280,0,0,NA,1,specimen
299,Mitracarpus bicrucis,Mitracarpus bicrucis,Rubiaceae,Mitracarpus bicrucis Bacigalupo & E.L.Cabral,Rubiaceae,Mitracarpus bicrucis,Bacigalupo & E.L. Cabral,flowering plants,Accepted,Rubiaceae,Bacigalupo & E.L. Cabral,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Chiquitos. Ca. 10 km NW of RoborÃ© to San Pedro, then NE onto the serranÃ­a, from 0.5-5 km. 18Â°15' S 059Â°49' W, 400-600 m.",-18.25,-59.81667,05/02/1995,GBIF,WU,WU,WU,Herbarium WU,3615,0,0,NA,1,specimen
