record_no,standardized_names,name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,municipality,locality,datasetName,collectionCode,language,gbifID,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,identifiedBy,occurrenceRemarks,individualCount,continent,nomenclaturalStatus,nomenclaturalCode,county,taxonID,bibliographicCitation,collectionID,institutionID,rights,coordinateUncertaintyInMeters,references,habitat,preparations,verbatimEventDate,georeferenceProtocol,endDayOfYear,startDayOfYear,georeferenceSources,georeferencedBy,dynamicProperties,http://unknown.org/recordId,georeferenceVerificationStatus,otherCatalogNumbers,http://unknown.org/recordEnteredBy,higherClassification,higherGeography,organismID,locationID,datasetID,accessRights,fieldNumber,eventRemarks,taxonRemarks,typeStatus,typifiedName,establishmentMeans,georeferenceRemarks,previousIdentifications,fieldNotes,verbatimElevation,georeferencedDate,verbatimCoordinateSystem,created,associatedSequences,verbatimLocality,organismRemarks,organismQuantity,organismQuantityType,eventID,http://rs.tdwg.org/dwc/terms/organismQuantity,higherGeographyID,http://rs.tdwg.org/dwc/terms/organismQuantityType,parentEventID,identificationRemarks,associatedTaxa,reproductiveCondition,http://unknown.org/nick,http://unknown.org/occurrenceDetails,eventTime,identificationID,informationWithheld
125,Aeschynomene denticulata,Aeschynomene denticulata Rudd,-57.688055,-21.684444,"cdround,gass84",gbif,2237730267,Aeschynomene denticulata Rudd,ec20771d-5c61-409f-825c-3eea4118c437,658207e3-b01f-4007-b14d-64b13022cd5a,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:05:56.933+0000,2020-07-12T12:06:31.195+0000,219,PRESERVED_SPECIMEN,2949352,6,7707728,220,1370,5386,2949034,2949352,2949352,Aeschynomene denticulata Rudd,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene denticulata,Aeschynomene,denticulata,SPECIES,ACCEPTED,2018-02-01T00:00:00,NA,NA,Mato Grosso do Sul,2007,12,4,13851,2020-07-06T21:17:32.000+0000,2020-07-12T12:06:31.195+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,CGMS - Herbбrio da Fundaзгo Universidade Federal de Mato Grosso do Sul,BRA:UFMS:CGMS:19864,487,Porto Murtinho,Fazenda Agro Comercial Aubi.,CGMS - Herbбrio da Fundaзгo Universidade Federal de Mato Grosso do Sul,CGMS,pt,2237730267,BRA:UFMS:CGMS:19864,Collection,19864,F. Matos-Alves; A.L.B. Sartori,Universidade Federal de Mato Grosso do Sul,Universidade Federal de Mato Grosso do Sul,T.R.F. Sinani,"Papilionoideae. Flores amarelas com estandarte com estrias vinбceas. Fruto imaturo verde. Habitat: Chaco. Solo argiloso ou siltoso. Planнcie. Habito: Subarbusto ereto. Cerca de 1,00 m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,Aeschynomene denticulata,Aeschynomene denticulata Rudd,-48.692222,-28.130278,gass84,gbif,1095329276,Aeschynomene denticulata Rudd,2273e40d-26c2-4959-aea2-b6abcce16d09,04481953-6112-489f-bb8d-9703d787e3ea,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:16:07.442+0000,2020-07-12T12:18:44.342+0000,202,PRESERVED_SPECIMEN,2949352,6,7707728,220,1370,5386,2949034,2949352,2949352,Aeschynomene denticulata Rudd,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene denticulata,Aeschynomene,denticulata,SPECIES,ACCEPTED,2014-09-09T00:00:00,NA,NA,Sc,2006,2,21,13200,2020-06-30T13:41:28.000+0000,2020-07-12T12:18:44.342+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,ICN - Herbбrio do Instituto de Ciкncias Naturais,BRA:UFRGS:ICN:146469,2353,Garopaba,trevo de entrada para a cidade BR-101 e estrada secundбria; 28°07'49 4''S 48°41'32 6''W,ICN - Herbбrio do Instituto de Ciкncias Naturais,ICN,pt,1095329276,BRA:UFRGS:ICN:146469,Collection,146469,"Miotto, STS",UFRGS,Universidade Federal do Rio Grande do Sul,"Antunes, LLC",NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,Aeschynomene denticulata,Aeschynomene denticulata Rudd,-61.322778,-25.150278,cdround,gbif,2251612646,Aeschynomene denticulata Rudd,6df67f83-b615-448c-96d2-d315655e3e04,7a6bdf66-ef5c-4a81-b731-2e328f4881eb,4fd221cd-129c-404f-ab62-fdd2377d12ac,AR,DWC_ARCHIVE,2020-06-11T14:44:44.049+0000,2020-06-11T14:44:49.815+0000,48,PRESERVED_SPECIMEN,2949352,6,7707728,220,1370,5386,2949034,2949352,2949352,Aeschynomene denticulata Rudd,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene denticulata,Aeschynomene,denticulata,SPECIES,ACCEPTED,2006-01-01T00:00:00,NA,NA,Chaco,2006,2,3,13182,NA,2020-06-11T14:44:49.815+0000,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Magnoliopsida,AR,list(),list(),Argentina,NA,CORD-41905f1a-d60b-45ed-8ecb-835cd5ba1e89-AR,576,NA,El Colchуn,NA,NA,NA,2251612646,CORD-41905f1a-d60b-45ed-8ecb-835cd5ba1e89-AR,NA,CORD | CORD,"Martнnez, G. J.",CORD,NA,"Martнnez, G. J.",Crece en terrenos inundables,NA,SOUTH_AMERICA,NA,NA,General Gьemes,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/02/2006,NA,NA,NA,Atlas de la Rep. Argentina. 1Є parte Polнtica. 3Є ed. 1979. Inst. Geog. Militar Argentino,NA,NA,NA,NA,NA,NA,NA,Sudamйrica | Argentina | Chaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVE,Centro del Dpto.,"Fabaceae | Aeschynomene denticulata Rudd | Martнnez, G. J. | 2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,Aeschynomene denticulata,Aeschynomene denticulata Rudd,-48.485,-22.88375,gass84,gbif,1087506413,Aeschynomene denticulata Rudd,92e7a11c-2765-4eee-9341-2a89083e6132,f22ff2ae-6384-4d40-9ded-4d96befcacf0,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:13:16.836+0000,2020-07-12T12:13:36.997+0000,215,PRESERVED_SPECIMEN,2949352,6,7707728,220,1370,5386,2949034,2949352,2949352,Aeschynomene denticulata Rudd,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene denticulata,Aeschynomene,denticulata,SPECIES,ACCEPTED,NA,NA,NA,Sгo Paulo,2006,3,20,13227,2020-02-03T13:31:37.000+0000,2020-07-12T12:13:36.997+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,BOTU - Herbбrio Irina Delanova Gemtchъjnicov,BRA:UNESP-IBB:BOTU:25311,1,Botucatu,NA,BOTU - Herbбrio Irina Delanova Gemtchъjnicov,BOTU,pt,1087506413,BRA:UNESP-IBB:BOTU:25311,Collection,25311,"Santos, L.B.",Universidade Estadual Paulista,Universidade Estadual Paulista,"Santos, L.B.","Flores amarelas e pequenas no бpice de ramos bem finos, Caule piloso. Erva.; Coleзгo: Jardim Botвnico UNESP Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,Aeschynomene denticulata,Aeschynomene denticulata Rudd,-58.040833,-26.575278,"cdround,gass84",gbif,1057498067,Aeschynomene denticulata Rudd,7e380070-f762-11e1-a439-00145eb45e9a,19456090-b49a-11d8-abeb-b8a03c50a862,60277b56-f762-11e1-a439-00145eb45e9a,GB,DWC_ARCHIVE,2020-07-16T07:25:38.932+0000,2020-07-16T07:55:40.886+0000,173,PRESERVED_SPECIMEN,2949352,6,7707728,220,1370,5386,2949034,2949352,2949352,Aeschynomene denticulata Rudd,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene denticulata,Aeschynomene,denticulata,SPECIES,ACCEPTED,NA,NA,NA,Сeembucъ,2005,1,23,12806,NA,2020-07-16T07:55:40.886+0000,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,Magnoliopsida,PY,list(),list(),Paraguay,NA,4580348,2315,NA,NA,NA,BOT,NA,1057498067,fbcfa06a-50f6-467f-b629-1c6e42fa5abf,NA,BM000934605,"M. Peсa-Chocarro, J. DeEgea-Juvinel, M. Vera & R. Elsam",NHMUK,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pastizal alto,NA,NA,NA,NA,NA,NA,NA,"{""determinationfiledas"": [""No"", ""Yes""], ""collectionkind"": ""Sheet"", ""gbifissue"": [""COORDINATE_ROUNDED"", ""GEODETIC_DATUM_ASSUMED_WGS84""], ""created"": 1190881615000, ""gbifid"": 1057498067, ""determinationnames"": [""Fabaceae"", ""Aeschynomene denticulata Rudd""], ""plantdescription"": ""Sufrъtice; flor amarilla, con venaciуn rojiza"", ""subdepartment"": ""Flowering Plants""}",NA,NA,NHMUK:ecatalogue:4580348,NA,Fabaceae,South America; Paraguay; Сeembucъ; San Juan Bautista del Сeembucu,NA,NA,NA,NA,2315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,Aeschynomene denticulata,Aeschynomene denticulata Rudd,-37.250611,-6.59825,gass84,gbif,1087643298,Aeschynomene denticulata Rudd,d2470ef8-edfa-4ba7-821e-c3e1a537bdba,4265f332-341c-45f6-b30b-5dc2e39b86e8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:06:13.074+0000,2020-07-12T12:08:49.690+0000,211,PRESERVED_SPECIMEN,2949352,6,7707728,220,1370,5386,2949034,2949352,2949352,Aeschynomene denticulata Rudd,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene denticulata,Aeschynomene,denticulata,SPECIES,ACCEPTED,2015-03-23T00:00:00,0,0,Rio Grande do Norte,2005,5,20,12923,2019-10-02T17:53:26.000+0000,2020-07-12T12:08:49.690+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,BHCB - Herbбrio da Universidade Federal de Minas Gerais,BRA:UFMG:BHCB:121099,371,Serra Negra do Norte,"ESEC, estrada da lagoa",BHCB - Herbбrio da Universidade Federal de Minas Gerais,BHCB,pt,1087643298,BRA:UFMG:BHCB:121099,Collection,121099,"Queiroz, RT",Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,NA,"Erva ereta, aprox. 50cm, pкlos glandulosos; Mata, massapк",NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,Aeschynomene denticulata,Aeschynomene denticulata Rudd,-55.606389,-19.628611,gass84,gbif,1913595986,Aeschynomene denticulata Rudd,f9e1895f-4f52-45e7-aa4f-4dea366b7d2d,aa3e4a95-dc4c-45fa-9c0a-cecad3a1511f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:09:13.319+0000,2020-07-12T12:09:38.407+0000,226,PRESERVED_SPECIMEN,2949352,6,7707728,220,1370,5386,2949034,2949352,2949352,Aeschynomene denticulata Rudd,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene denticulata,Aeschynomene,denticulata,SPECIES,ACCEPTED,2006-05-01T00:00:00,NA,NA,Ms,2005,8,25,13020,2019-07-02T18:00:40.000+0000,2020-07-12T12:09:38.407+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,CPAP - Herbбrio CPAP,BRA:CPAP:CPAP:19336,8018,Aquidauana,"Fazenda Santana, Pousada das Amoras, retiro Sгo Lourenзo, sede, Cerca de 21 km sul da MS-419, sub-regiгo de Aquidauana, Pantanal.",CPAP - Herbбrio CPAP,CPAP,pt,1913595986,BRA:CPAP:CPAP:19336,Collection,19336,"Pott, V.J.; Pott, A.",Empresa Brasileira de Pesquisa Agropecuбria,Empresa Brasileira de Pesquisa Agropecuбria,L.C.P.Lima,"Erva 20-40cm de alt. Flor amarela. Fruto verde, imaturo. Borda ъmida de lagoa. Frequente. Solo arenoso. Relevo plano. <ll>dwc_commonname:</ll> 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,Aeschynomene denticulata,Aeschynomene denticulata Rudd,-55.606389,-19.628611,"cdround,gass84",gbif,2237760455,Aeschynomene denticulata Rudd,ec20771d-5c61-409f-825c-3eea4118c437,658207e3-b01f-4007-b14d-64b13022cd5a,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:05:56.933+0000,2020-07-12T12:06:29.505+0000,219,PRESERVED_SPECIMEN,2949352,6,7707728,220,1370,5386,2949034,2949352,2949352,Aeschynomene denticulata Rudd,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene denticulata,Aeschynomene,denticulata,SPECIES,ACCEPTED,2006-05-01T00:00:00,110,0,Mato Grosso do Sul,2005,8,25,13020,2020-07-06T21:17:32.000+0000,2020-07-12T12:06:29.505+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,CGMS - Herbбrio da Fundaзгo Universidade Federal de Mato Grosso do Sul,BRA:UFMS:CGMS:55022,8019,Aquidauana,"Fazenda Santana, Pousada das Amoras, Retiro Sгo Lourenзo, sede, cerca de 21Km sul da MS-419, sub-regiгo de Aquidauana, Pantanal.",CGMS - Herbбrio da Fundaзгo Universidade Federal de Mato Grosso do Sul,CGMS,pt,2237760455,BRA:UFMS:CGMS:55022,Collection,55022,V.J. Pott; A. Pott,Universidade Federal de Mato Grosso do Sul,Universidade Federal de Mato Grosso do Sul,L.C.P. Lima,"Papilionoideae. Flor amarela. Fruto verde, imaturo. Estandarte e alas com estrias longitudinais vinosas. Habitat: Borda ъmida de lagoa. Solo arenoso. Relevo plano. Frequente. Habito: Erva 20-40cm de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,Aeschynomene denticulata,Aeschynomene denticulata Rudd,-58.563333,-24.026944,"cdround,gass84",gbif,1056378272,Aeschynomene denticulata Rudd,7e380070-f762-11e1-a439-00145eb45e9a,19456090-b49a-11d8-abeb-b8a03c50a862,60277b56-f762-11e1-a439-00145eb45e9a,GB,DWC_ARCHIVE,2020-07-16T07:25:38.932+0000,2020-07-16T07:55:52.941+0000,173,PRESERVED_SPECIMEN,2949352,6,7707728,220,1370,5386,2949034,2949352,2949352,Aeschynomene denticulata Rudd,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene denticulata,Aeschynomene,denticulata,SPECIES,ACCEPTED,NA,NA,NA,Presidente Hayes,2004,2,14,12462,NA,2020-07-16T07:55:52.941+0000,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,Magnoliopsida,PY,list(),list(),Paraguay,NA,4580011,265,NA,NA,NA,BOT,NA,1056378272,1f4e5d0e-9d16-451a-aa68-d21ab636e7fa,NA,BM000817190,"J. DeEgea-Juvinel, M. Peсa-Chocarro",NHMUK,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Campo bajo inundado, estero estacional",NA,NA,NA,NA,NA,NA,NA,"{""determinationfiledas"": [""No"", ""Yes""], ""collectionkind"": ""Sheet"", ""gbifissue"": [""COORDINATE_ROUNDED"", ""GEODETIC_DATUM_ASSUMED_WGS84""], ""created"": 1190881019000, ""gbifid"": 1056378272, ""determinationnames"": [""Fabaceae"", ""Aeschynomene denticulata Rudd""], ""plantdescription"": ""Hierba palustre, flores amarillas, frutos castaсos"", ""subdepartment"": ""Flowering Plants""}",NA,NA,NHMUK:ecatalogue:4580011,NA,Fabaceae,South America; Paraguay; Presidente Hayes; Villa Hayes,NA,NA,NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,Aeschynomene denticulata,Aeschynomene denticulata Rudd,-49.673889,-11.996389,gass84,gbif,2285962498,Aeschynomene denticulata Rudd,965b5ae5-7b2d-4155-a7ff-e9e496d70f90,605d693a-f335-44fb-b6cf-3ac49842358e,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:09:38.928+0000,2020-07-12T12:09:45.301+0000,226,PRESERVED_SPECIMEN,2949352,6,7707728,220,1370,5386,2949034,2949352,2949352,Aeschynomene denticulata Rudd,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene denticulata,Aeschynomene,denticulata,SPECIES,ACCEPTED,NA,181,0,Tocantins,2004,10,7,12698,2020-02-05T19:19:04.000+0000,2020-07-12T12:09:45.301+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,HUTO - Herbбrio da Universidade de Tocantins,BRA:UNITINS:HUTO:7704,31,Formoso do Araguaia,Centro de Pesquisa Agroambiental de Vбrzea (CPAV),HUTO - Herbбrio da Universidade de Tocantins,HUTO,pt,2285962498,BRA:UNITINS:HUTO:7704,Collection,7704,"Rodrigues, A.F.",UNITINS,Universidade Estadual do Tocantins,NA,"Rubarbusto com cerca de 1 m de altura. Flores pedunculadas, corola rуsea estriado de vermelho. Frutos imaturos verdes e maduros marrons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,Aeschynomene denticulata,Aeschynomene denticulata Rudd,-57.809167,-21.866389,"cdround,gass84",gbif,2237775108,Aeschynomene denticulata Rudd,ec20771d-5c61-409f-825c-3eea4118c437,658207e3-b01f-4007-b14d-64b13022cd5a,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:05:56.933+0000,2020-07-12T12:06:29.862+0000,219,PRESERVED_SPECIMEN,2949352,6,7707728,220,1370,5386,2949034,2949352,2949352,Aeschynomene denticulata Rudd,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene denticulata,Aeschynomene,denticulata,SPECIES,ACCEPTED,2019-02-25T00:00:00,NA,NA,Mato Grosso do Sul,2003,9,4,12299,2020-07-06T21:17:32.000+0000,2020-07-12T12:06:29.862+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,CGMS - Herbбrio da Fundaзгo Universidade Federal de Mato Grosso do Sul,BRA:UFMS:CGMS:70230,195,Porto Murtinho,"Retiro Primavera, 2 Km S da sede.",CGMS - Herbбrio da Fundaзгo Universidade Federal de Mato Grosso do Sul,CGMS,pt,2237775108,BRA:UFMS:CGMS:70230,Collection,70230,L.C.P. Lima; V.J. Pott; S.V. Boff; A. Pott,Universidade Federal de Mato Grosso do Sul,Universidade Federal de Mato Grosso do Sul,A.L.B. Sartori,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,Aeschynomene denticulata,Aeschynomene denticulata Rudd,-56.796667,-20.103333,"cdround,gass84",gbif,2612210454,Aeschynomene denticulata Rudd,ec20771d-5c61-409f-825c-3eea4118c437,658207e3-b01f-4007-b14d-64b13022cd5a,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:05:56.933+0000,2020-07-12T12:06:33.857+0000,219,PRESERVED_SPECIMEN,2949352,6,7707728,220,1370,5386,2949034,2949352,2949352,Aeschynomene denticulata Rudd,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene denticulata,Aeschynomene,denticulata,SPECIES,ACCEPTED,2006-09-02T00:00:00,130,0,Mato Grosso do Sul,2003,10,2,12327,2020-07-06T21:17:32.000+0000,2020-07-12T12:06:33.857+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,CGMS - Herbбrio da Fundaзгo Universidade Federal de Mato Grosso do Sul,BRA:UFMS:CGMS:52857,6545,Miranda,"Sede da Fazenda Bodoquena, (ex Guaiacurus).",CGMS - Herbбrio da Fundaзгo Universidade Federal de Mato Grosso do Sul,CGMS,pt,2612210454,BRA:UFMS:CGMS:52857,Collection,52857,V.J. Pott; A. Pott; A. Boock,Universidade Federal de Mato Grosso do Sul,Universidade Federal de Mato Grosso do Sul,L.C.P. Lima,Papilionoideae. Flor amarela. Habitat: Barranco de cуrrego. Solo argiloso. Relevo plano. Mancha ocasional. Habito: Erva 1m.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,Aeschynomene denticulata,Aeschynomene denticulata Rudd,-52.70389,-29.683333,gass84,gbif,1095228451,Aeschynomene denticulata Rudd,e38d4c95-3a1d-4594-9ae9-883b48042e6d,7ef169f9-81f8-46a2-a7f7-240df6a1889c,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:08:31.741+0000,2020-07-12T12:10:44.755+0000,212,PRESERVED_SPECIMEN,2949352,6,7707728,220,1370,5386,2949034,2949352,2949352,Aeschynomene denticulata Rudd,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene denticulata,Aeschynomene,denticulata,SPECIES,ACCEPTED,2008-10-01T00:00:00,NA,NA,Rs,2002,2,17,11735,2019-06-27T18:33:44.000+0000,2020-07-12T12:10:44.755+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,CEN - Herbбrio da Embrapa Recursos Genйticos e Biotecnologia,BRA:CENARGEN:CEN:51071,14784,VALE DO SOL,"Ao longo de estrada de terra que margeia, ao norte, a rodovia BR-287.",CEN - Herbбrio da Embrapa Recursos Genйticos e Biotecnologia,CEN,pt,1095228451,BRA:CENARGEN:CEN:51071,Collection,51071,Josй Francisco Montenegro Valls,Cenargen,Empresa Brasileira de Pesquisa Agropecuбria,L. C. P. Lima,Tenra.,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Exsicatas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
